,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year,TeamName,unique,imaged_url
90,91,Abhishek Sharma,11,5,12.0,124,2,26/1,62.0,10.33,36.0,0,0,2023,SRH,abhisheksharma,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Sharma.png
91,92,Yash Dayal,5,5,14.0,165,2,31/1,82.5,11.78,42.0,0,0,2023,GT,yashdayal,https://scores.iplt20.com/ipl/playerimages/Yash%20Dayal.png
92,93,Tim Southee,2,2,6.0,79,2,54/2,39.5,13.16,18.0,0,0,2023,KKR,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
93,94,Liam Livingstone,9,5,7.0,94,2,19/1,47.0,13.42,21.0,0,0,2023,PBKS,liamlivingstone,https://scores.iplt20.com/ipl/playerimages/Liam%20Livingstone.png
94,95,Kulwant Khejroliya,2,2,4.2,64,2,44/2,32.0,14.76,13.0,0,0,2023,KKR,kulwantkhejroliya,https://scores.iplt20.com/ipl/playerimages/Kulwant%20Khejroliya.png
95,96,Praveen Dubey,1,1,3.0,19,1,19/1,19.0,6.33,18.0,0,0,2023,DC,praveendubey,https://scores.iplt20.com/ipl/playerimages/Praveen%20Dubey.png
96,97,Glenn Phillips,5,2,3.0,20,1,10/1,20.0,6.66,18.0,0,0,2023,SRH,glennphillips,https://scores.iplt20.com/ipl/playerimages/Glenn%20Phillips.png
97,98,Reece Topley,1,1,2.0,14,1,14/1,14.0,7.0,12.0,0,0,2023,RCB,reecetopley,https://scores.iplt20.com/ipl/playerimages/Reece%20Topley.png
98,99,Tristan Stubbs,2,1,2.0,14,1,14/1,14.0,7.0,12.0,0,0,2023,MI,tristanstubbs,https://scores.iplt20.com/ipl/playerimages/Tristan%20Stubbs.png
99,100,Mayank Dagar,3,3,11.0,83,1,37/1,83.0,7.54,66.0,0,0,2023,SRH,mayankdagar,https://scores.iplt20.com/ipl/playerimages/Mayank%20Dagar.png
100,101,Sisanda Magala,2,2,6.0,51,1,37/1,51.0,8.5,36.0,0,0,2023,CSK,sisandamagala,https://scores.iplt20.com/ipl/playerimages/Sisanda%20Magala.png
101,102,Aiden Markram,13,6,8.1,70,1,24/1,70.0,8.57,49.0,0,0,2023,SRH,aidenmarkram,https://scores.iplt20.com/ipl/playerimages/Aiden%20Markram.png
102,103,Rishi Dhawan,6,4,7.0,60,1,20/1,60.0,8.57,42.0,0,0,2023,PBKS,rishidhawan,https://scores.iplt20.com/ipl/playerimages/Rishi%20Dhawan.png
103,104,Rovman Powell,3,1,2.0,18,1,18/1,18.0,9.0,12.0,0,0,2023,DC,rovmanpowell,https://scores.iplt20.com/ipl/playerimages/Rovman%20Powell.png
104,105,Umesh Yadav,8,8,19.0,189,1,27/1,189.0,9.94,114.0,0,0,2023,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
105,106,Akeal Hosein,1,1,4.0,40,1,40/1,40.0,10.0,24.0,0,0,2023,SRH,akealhosein,https://scores.iplt20.com/ipl/playerimages/Akeal%20Hosein.png
106,107,Darshan Nalkande,1,1,4.0,44,1,44/1,44.0,11.0,24.0,0,0,2023,GT,darshannalkande,https://scores.iplt20.com/ipl/playerimages/Darshan%20Nalkande.png
107,108,Mustafizur Rahman,2,2,7.0,79,1,38/1,79.0,11.28,42.0,0,0,2023,DC,mustafizurrahman,https://scores.iplt20.com/ipl/playerimages/Mustafizur%20Rahman.png
108,109,Akash Deep,2,2,5.0,59,1,29/1,59.0,11.8,30.0,0,0,2023,RCB,akashdeep,https://scores.iplt20.com/ipl/playerimages/Akash%20Deep.png
109,110,Lockie Ferguson,3,3,7.4,96,1,19/1,96.0,12.52,46.0,0,0,2023,KKR,lockieferguson,https://scores.iplt20.com/ipl/playerimages/Lockie%20Ferguson.png
110,111,Duan Jansen,1,1,4.0,53,1,53/1,53.0,13.25,24.0,0,0,2023,MI,duanjansen,https://scores.iplt20.com/ipl/playerimages/Duan%20Jansen.png
111,112,Shahbaz Ahmed,10,5,7.0,95,1,38/1,95.0,13.57,42.0,0,0,2023,RCB,shahbazahmed,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Ahmed.png
112,113,Kartik Tyagi,3,3,6.1,92,1,30/1,92.0,14.91,37.0,0,0,2023,SRH,kartiktyagi,https://scores.iplt20.com/ipl/playerimages/Kartik%20Tyagi.png
113,1,Yuzvendra Chahal,17,17,68.0,527,27,40/5,19.51,7.75,15.11,1,1,2022,RR,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
114,2,Wanindu Hasaranga,16,16,57.0,430,26,18/5,16.53,7.54,13.15,1,1,2022,RCB,waninduhasaranga,https://scores.iplt20.com/ipl/playerimages/Wanindu%20Hasaranga.png
115,3,Kagiso Rabada,13,13,48.0,406,23,33/4,17.65,8.45,12.52,2,0,2022,PBKS,kagisorabada,https://scores.iplt20.com/ipl/playerimages/Kagiso%20Rabada.png
116,4,Umran Malik,14,14,49.1,444,22,25/5,20.18,9.03,13.4,1,1,2022,SRH,umranmalik,https://scores.iplt20.com/ipl/playerimages/Umran%20Malik.png
117,5,Kuldeep Yadav,14,14,49.4,419,21,14/4,19.95,8.43,14.19,2,0,2022,DC,kuldeepyadav,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Yadav.png
118,6,Mohammad Shami,16,16,61.0,488,20,25/3,24.4,8.0,18.3,0,0,2022,GT,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
119,7,Josh Hazlewood,12,12,46.3,377,20,25/4,18.85,8.1,13.95,1,0,2022,RCB,joshhazlewood,https://scores.iplt20.com/ipl/playerimages/Josh%20Hazlewood.png
120,8,Rashid Khan,16,16,63.5,421,19,24/4,22.15,6.59,20.15,1,0,2022,GT,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
121,9,Harshal Patel,15,15,53.3,410,19,34/4,21.57,7.66,16.89,1,0,2022,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
122,10,Prasidh Krishna,17,17,66.3,551,19,22/3,29.0,8.28,21.0,0,0,2022,RR,prasidhkrishna,https://scores.iplt20.com/ipl/playerimages/Prasidh%20Krishna.png
123,11,Avesh Khan,13,13,47.4,416,18,24/4,23.11,8.72,15.88,1,0,2022,LSG,aveshkhan,https://scores.iplt20.com/ipl/playerimages/Avesh%20Khan.png
124,12,T Natarajan,11,11,43.0,406,18,10/3,22.55,9.44,14.33,0,0,2022,SRH,tnatarajan,https://scores.iplt20.com/ipl/playerimages/T%20Natarajan.png
125,13,Andre Russell,14,13,28.1,278,17,5/4,16.35,9.86,9.94,1,0,2022,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
126,14,Umesh Yadav,12,12,48.0,339,16,23/4,21.18,7.06,18.0,1,0,2022,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
127,15,Trent Boult,16,16,62.0,492,16,18/2,30.75,7.93,23.25,0,0,2022,RR,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
128,16,Khaleel Ahmed,10,10,39.1,315,16,25/3,19.68,8.04,14.68,0,0,2022,DC,khaleelahmed,https://scores.iplt20.com/ipl/playerimages/Khaleel%20Ahmed.png
129,17,Dwayne Bravo,10,10,34.2,299,16,20/3,18.68,8.7,12.87,0,0,2022,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
130,18,Mukesh Choudhary,13,13,45.3,424,16,46/4,26.5,9.31,17.06,1,0,2022,CSK,mukeshchoudhary,https://scores.iplt20.com/ipl/playerimages/Mukesh%20Choudhary.png
131,19,Jasprit Bumrah,14,14,53.2,383,15,10/5,25.53,7.18,21.33,0,1,2022,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
132,20,Shardul Thakur,14,14,48.2,473,15,36/4,31.53,9.78,19.33,1,0,2022,DC,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
133,21,Mohsin Khan,9,9,33.0,197,14,16/4,14.07,5.96,14.14,1,0,2022,LSG,mohsinkhan,https://scores.iplt20.com/ipl/playerimages/Mohsin%20Khan.png
134,22,Rahul Chahar,13,13,46.4,360,14,25/3,25.71,7.71,20.0,0,0,2022,PBKS,rahulchahar,https://scores.iplt20.com/ipl/playerimages/Rahul%20Chahar.png
135,23,Tim Southee,9,9,35.0,275,14,20/3,19.64,7.85,15.0,0,0,2022,KKR,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
136,24,Jason Holder,12,12,41.3,391,14,31/3,27.92,9.42,17.78,0,0,2022,LSG,jasonholder,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
137,25,Ravi Bishnoi,14,14,54.0,456,13,22/2,35.07,8.44,24.92,0,0,2022,LSG,ravibishnoi,https://scores.iplt20.com/ipl/playerimages/Ravi%20Bishnoi.png
138,26,Daniel Sams,11,11,42.0,370,13,30/4,28.46,8.8,19.38,1,0,2022,MI,danielsams,https://scores.iplt20.com/ipl/playerimages/Daniel%20Sams.png
139,27,Bhuvneshwar Kumar,14,14,52.1,383,12,22/3,31.91,7.34,26.08,0,0,2022,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
140,28,Maheesh Theekshana,9,9,35.0,261,12,33/4,21.75,7.45,17.5,1,0,2022,CSK,maheeshtheekshana,https://scores.iplt20.com/ipl/playerimages/Maheesh%20Theekshana.png
141,29,Ravichandran Ashwin,17,17,67.0,503,12,17/3,41.91,7.5,33.5,0,0,2022,RR,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
142,30,Lockie Ferguson,13,13,47.4,427,12,28/4,35.58,8.95,23.83,1,0,2022,GT,lockieferguson,https://scores.iplt20.com/ipl/playerimages/Lockie%20Ferguson.png
143,31,Obed McCoy,7,7,25.5,237,11,23/3,21.54,9.17,14.09,0,0,2022,RR,obedmccoy,https://scores.iplt20.com/ipl/playerimages/Obed%20McCoy.png
144,32,Yash Dayal,9,9,32.0,296,11,40/3,26.9,9.25,17.45,0,0,2022,GT,yashdayal,https://scores.iplt20.com/ipl/playerimages/Yash%20Dayal.png
145,33,Krunal Pandya,14,12,38.0,265,10,19/3,26.5,6.97,22.8,0,0,2022,LSG,krunalpandya,https://scores.iplt20.com/ipl/playerimages/Krunal%20Pandya.png
146,34,Arshdeep Singh,14,14,50.0,385,10,37/3,38.5,7.7,30.0,0,0,2022,PBKS,arshdeepsingh,https://scores.iplt20.com/ipl/playerimages/Arshdeep%20Singh.png
147,35,Sunil Narine,14,14,56.0,312,9,21/2,34.66,5.57,37.33,0,0,2022,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
148,36,Murugan Ashwin,8,8,29.0,228,9,14/2,25.33,7.86,19.33,0,0,2022,MI,muruganashwin,https://scores.iplt20.com/ipl/playerimages/Murugan%20Ashwin.png
149,37,Dushmantha Chameera,12,12,44.0,384,9,17/2,42.66,8.72,29.33,0,0,2022,LSG,dushmanthachameera,https://scores.iplt20.com/ipl/playerimages/Dushmantha%20Chameera.png
150,38,Anrich Nortje,6,6,22.2,217,9,42/3,24.11,9.71,14.88,0,0,2022,DC,anrichnortje,https://scores.iplt20.com/ipl/playerimages/Anrich%20Nortje.png
151,39,Mohammed Siraj,15,15,51.0,514,9,30/2,57.11,10.07,34.0,0,0,2022,RCB,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
152,40,Moeen Ali,10,10,23.5,158,8,13/3,19.75,6.62,17.87,0,0,2022,CSK,moeenali,https://scores.iplt20.com/ipl/playerimages/Moeen%20Ali.png
153,41,Hardik Pandya,15,10,30.3,222,8,17/3,27.75,7.27,22.87,0,0,2022,GT,hardikpandya,https://scores.iplt20.com/ipl/playerimages/Hardik%20Pandya.png
154,42,Mustafizur Rahman,8,8,32.0,244,8,18/3,30.5,7.62,24.0,0,0,2022,DC,mustafizurrahman,https://scores.iplt20.com/ipl/playerimages/Mustafizur%20Rahman.png
155,43,Riley Meredith,8,8,28.0,236,8,24/2,29.5,8.42,21.0,0,0,2022,MI,rileymeredith,https://scores.iplt20.com/ipl/playerimages/Riley%20Meredith.png
156,44,Kuldeep Sen,7,7,25.1,237,8,20/4,29.62,9.41,18.87,1,0,2022,RR,kuldeepsen,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Sen.png
157,45,Jagadeesha Suchith,5,5,18.0,140,7,12/2,20.0,7.77,15.42,0,0,2022,SRH,jagadeeshasuchith,https://scores.iplt20.com/ipl/playerimages/Jagadeesha%20Suchith.png
158,46,Marco Jansen,8,8,32.0,274,7,25/3,39.14,8.56,27.42,0,0,2022,SRH,marcojansen,https://scores.iplt20.com/ipl/playerimages/Marco%20Jansen.png
159,47,Alzarri Joseph,9,9,30.0,264,7,34/2,37.71,8.8,25.71,0,0,2022,GT,alzarrijoseph,https://scores.iplt20.com/ipl/playerimages/Alzarri%20Joseph.png
160,48,Pat Cummins,5,5,19.5,212,7,22/3,30.28,10.68,17.0,0,0,2022,KKR,patcummins,https://scores.iplt20.com/ipl/playerimages/Pat%20Cummins.png
161,49,Glenn Maxwell,13,10,24.0,165,6,22/2,27.5,6.87,24.0,0,0,2022,RCB,glennmaxwell,https://scores.iplt20.com/ipl/playerimages/Glenn%20Maxwell.png
162,50,Axar Patel,13,13,43.0,321,6,10/2,53.5,7.46,43.0,0,0,2022,DC,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
163,51,Sai Kishore,5,5,16.0,121,6,7/2,20.16,7.56,16.0,0,0,2022,GT,saikishore,https://scores.iplt20.com/ipl/playerimages/Sai%20Kishore.png
164,52,Rishi Dhawan,6,6,19.0,156,6,36/2,26.0,8.21,19.0,0,0,2022,PBKS,rishidhawan,https://scores.iplt20.com/ipl/playerimages/Rishi%20Dhawan.png
165,53,Varun Chakaravarthy,11,11,39.0,332,6,22/1,55.33,8.51,39.0,0,0,2022,KKR,varunchakaravarthy,https://scores.iplt20.com/ipl/playerimages/Varun%20Chakaravarthy.png
166,54,Washington Sundar,9,8,28.0,239,6,21/2,39.83,8.53,28.0,0,0,2022,SRH,washingtonsundar,https://scores.iplt20.com/ipl/playerimages/Washington%20Sundar.png
167,55,Liam Livingstone,14,12,23.0,202,6,27/3,33.66,8.78,23.0,0,0,2022,PBKS,liamlivingstone,https://scores.iplt20.com/ipl/playerimages/Liam%20Livingstone.png
168,56,Ramandeep Singh,5,3,6.0,54,6,20/3,9.0,9.0,6.0,0,0,2022,MI,ramandeepsingh,https://scores.iplt20.com/ipl/playerimages/Ramandeep%20Singh.png
169,57,Jaydev Unadkat,5,5,20.0,190,6,32/2,31.66,9.5,20.0,0,0,2022,MI,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
170,58,Dwaine Pretorius,6,6,21.0,210,6,30/2,35.0,10.0,21.0,0,0,2022,CSK,dwainepretorius,https://scores.iplt20.com/ipl/playerimages/Dwaine%20Pretorius.png
171,59,Tymal Mills,5,5,17.0,190,6,35/3,31.66,11.17,17.0,0,0,2022,MI,tymalmills,https://scores.iplt20.com/ipl/playerimages/Tymal%20Mills.png
172,60,Odean Smith,6,6,15.0,178,6,30/4,29.66,11.86,15.0,1,0,2022,PBKS,odeansmith,https://scores.iplt20.com/ipl/playerimages/Odean%20Smith.png
173,61,Ravindra Jadeja,10,10,33.0,248,5,39/3,49.6,7.51,39.6,0,0,2022,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
174,62,Kumar Kartikeya Singh,4,4,13.0,102,5,22/2,20.4,7.84,15.6,0,0,2022,MI,kumarkartikeyasingh,https://scores.iplt20.com/ipl/playerimages/Kumar%20Kartikeya%20Singh.png
175,63,Krishnappa Gowtham,4,4,12.0,99,5,30/2,19.8,8.25,14.4,0,0,2022,LSG,krishnappagowtham,https://scores.iplt20.com/ipl/playerimages/Krishnappa%20Gowtham.png
176,64,Basil Thampi,5,5,16.0,152,5,35/3,30.4,9.5,19.2,0,0,2022,MI,basilthampi,https://scores.iplt20.com/ipl/playerimages/Basil%20Thampi.png
177,65,Shivam Mavi,6,6,22.0,227,5,33/1,45.4,10.31,26.4,0,0,2022,KKR,shivammavi,https://scores.iplt20.com/ipl/playerimages/Shivam%20Mavi.png
178,66,Akash Deep,5,5,18.5,205,5,45/3,41.0,10.88,22.6,0,0,2022,RCB,akashdeep,https://scores.iplt20.com/ipl/playerimages/Akash%20Deep.png
179,67,Mitchell Santner,6,6,19.0,130,4,15/1,32.5,6.84,28.5,0,0,2022,CSK,mitchellsantner,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Santner.png
180,68,Simarjeet Singh,6,6,18.0,138,4,27/2,34.5,7.66,27.0,0,0,2022,CSK,simarjeetsingh,https://scores.iplt20.com/ipl/playerimages/Simarjeet%20Singh.png
181,69,Lalit Yadav,12,8,18.0,150,4,11/2,37.5,8.33,27.0,0,0,2022,DC,lalityadav,https://scores.iplt20.com/ipl/playerimages/Lalit%20Yadav.png
182,70,Mitchell Marsh,8,4,12.0,102,4,25/2,25.5,8.5,18.0,0,0,2022,DC,mitchellmarsh,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Marsh.png
183,71,Kieron Pollard,11,6,14.0,125,4,8/2,31.25,8.92,21.0,0,0,2022,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
184,72,Harpreet Brar,5,5,16.0,146,4,26/3,36.5,9.12,24.0,0,0,2022,PBKS,harpreetbrar,https://scores.iplt20.com/ipl/playerimages/Harpreet%20Brar.png
185,73,Shahbaz Ahmed,16,14,35.0,336,4,26/2,84.0,9.6,52.5,0,0,2022,RCB,shahbazahmed,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Ahmed.png
186,74,Marcus Stoinis,11,5,7.0,79,4,23/3,19.75,11.28,10.5,0,0,2022,LSG,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
187,75,Pradeep Sangwan,3,3,9.0,65,3,19/2,21.66,7.22,18.0,0,0,2022,GT,pradeepsangwan,https://scores.iplt20.com/ipl/playerimages/Pradeep%20Sangwan.png
188,76,Chetan Sakariya,3,3,11.0,84,3,23/2,28.0,7.63,22.0,0,0,2022,DC,chetansakariya,https://scores.iplt20.com/ipl/playerimages/Chetan%20Sakariya.png
189,77,Nathan Ellis,2,2,6.0,55,3,40/3,18.33,9.16,12.0,0,0,2022,PBKS,nathanellis,https://scores.iplt20.com/ipl/playerimages/Nathan%20Ellis.png
190,78,Vaibhav Arora,5,5,17.5,164,3,21/2,54.66,9.19,35.66,0,0,2022,PBKS,vaibhavarora,https://scores.iplt20.com/ipl/playerimages/Vaibhav%20Arora.png
191,79,Romario Shepherd,3,3,9.0,98,3,42/2,32.66,10.88,18.0,0,0,2022,SRH,romarioshepherd,https://scores.iplt20.com/ipl/playerimages/Romario%20Shepherd.png
192,80,Navdeep Saini,2,2,6.0,72,3,36/2,24.0,12.0,12.0,0,0,2022,RR,navdeepsaini,https://scores.iplt20.com/ipl/playerimages/Navdeep%20Saini.png
193,81,Ayush Badoni,13,2,2.0,11,2,5/1,5.5,5.5,6.0,0,0,2022,LSG,ayushbadoni,https://scores.iplt20.com/ipl/playerimages/Ayush%20Badoni.png
194,82,Prashant Solanki,2,2,6.0,38,2,20/2,19.0,6.33,18.0,0,0,2022,CSK,prashantsolanki,https://scores.iplt20.com/ipl/playerimages/Prashant%20Solanki.png
195,83,Matheesha Pathirana,2,2,6.5,52,2,24/2,26.0,7.6,20.5,0,0,2022,CSK,matheeshapathirana,https://scores.iplt20.com/ipl/playerimages/Matheesha%20Pathirana.png
196,84,Sandeep Sharma,5,5,20.0,153,2,18/1,76.5,7.65,60.0,0,0,2022,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
197,85,Hrithik Shokeen,5,5,15.0,127,2,47/2,63.5,8.46,45.0,0,0,2022,MI,hrithikshokeen,https://scores.iplt20.com/ipl/playerimages/Hrithik%20Shokeen.png
198,86,Fazalhaq Farooqi,3,3,12.0,110,2,32/2,55.0,9.16,36.0,0,0,2022,SRH,fazalhaqfarooqi,https://scores.iplt20.com/ipl/playerimages/Fazalhaq%20Farooqi.png
199,87,Andrew Tye,3,3,11.0,107,2,40/2,53.5,9.72,33.0,0,0,2022,LSG,andrewtye,https://scores.iplt20.com/ipl/playerimages/Andrew%20Tye.png
200,88,Varun Aaron,2,2,5.0,52,2,45/2,26.0,10.4,15.0,0,0,2022,GT,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
201,89,Chris Jordan,4,4,12.5,135,2,23/2,67.5,10.51,38.5,0,0,2022,CSK,chrisjordan,https://scores.iplt20.com/ipl/playerimages/Chris%20Jordan.png
202,90,Darshan Nalkande,2,2,5.1,59,2,37/2,29.5,11.41,15.5,0,0,2022,GT,darshannalkande,https://scores.iplt20.com/ipl/playerimages/Darshan%20Nalkande.png
203,91,David Willey,4,4,11.0,72,1,29/1,72.0,6.54,66.0,0,0,2022,RCB,davidwilley,https://scores.iplt20.com/ipl/playerimages/David%20Willey.png
204,92,Anukul Roy,2,2,7.0,55,1,28/1,55.0,7.85,42.0,0,0,2022,KKR,anukulroy,https://scores.iplt20.com/ipl/playerimages/Anukul%20Roy.png
205,93,Mayank Markande,2,2,7.0,57,1,26/1,57.0,8.14,42.0,0,0,2022,MI,mayankmarkande,https://scores.iplt20.com/ipl/playerimages/Mayank%20Markande.png
206,94,Tushar Deshpande,2,2,7.0,63,1,40/1,63.0,9.0,42.0,0,0,2022,CSK,tushardeshpande,https://scores.iplt20.com/ipl/playerimages/Tushar%20Deshpande.png
207,95,Kartik Tyagi,2,2,8.0,79,1,42/1,79.0,9.87,48.0,0,0,2022,SRH,kartiktyagi,https://scores.iplt20.com/ipl/playerimages/Kartik%20Tyagi.png
208,96,Harshit Rana,2,2,5.0,51,1,24/1,51.0,10.2,30.0,0,0,2022,KKR,harshitrana,https://scores.iplt20.com/ipl/playerimages/Harshit%20Rana.png
209,97,Aiden Markram,14,4,6.0,64,1,8/1,64.0,10.66,36.0,0,0,2022,SRH,aidenmarkram,https://scores.iplt20.com/ipl/playerimages/Aiden%20Markram.png
210,98,Deepak Hooda,15,2,4.0,43,1,31/1,43.0,10.75,24.0,0,0,2022,LSG,deepakhooda,https://scores.iplt20.com/ipl/playerimages/Deepak%20Hooda.png
211,99,Shreyas Gopal,1,1,3.0,34,1,34/1,34.0,11.33,18.0,0,0,2022,SRH,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
212,100,Fabian Allen,1,1,4.0,46,1,46/1,46.0,11.5,24.0,0,0,2022,MI,fabianallen,https://scores.iplt20.com/ipl/playerimages/Fabian%20Allen.png
213,101,Sean Abbott,1,1,4.0,47,1,47/1,47.0,11.75,24.0,0,0,2022,SRH,seanabbott,https://scores.iplt20.com/ipl/playerimages/Sean%20Abbott.png
214,102,Riyan Parag,17,4,4.0,59,1,12/1,59.0,14.75,24.0,0,0,2022,RR,riyanparag,https://scores.iplt20.com/ipl/playerimages/Riyan%20Parag.png
215,103,Dewald Brevis,7,1,0.3,8,1,8/1,8.0,16.0,3.0,0,0,2022,MI,dewaldbrevis,https://scores.iplt20.com/ipl/playerimages/Dewald%20Brevis.png
216,1,Harshal Patel,15,15,56.0,459,32,5/27,14.34,8.14,10.56,1,1,2021,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
217,2,Avesh Khan,16,16,61.0,450,24,3/13,18.75,7.37,15.25,0,0,2021,DC,aveshkhan,https://scores.iplt20.com/ipl/playerimages/Avesh%20Khan.png
218,3,Jasprit Bumrah,14,14,55.0,410,21,4/14,19.52,7.45,15.71,0,0,2021,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
219,4,Shardul Thakur,16,16,60.0,527,21,3/19,25.09,8.8,17.09,0,0,2021,CSK,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
220,5,Mohammad Shami,14,14,52.0,395,19,3/15,20.78,7.5,16.63,0,0,2021,PBKS,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
221,6,Rashid Khan,14,14,56.0,375,18,3/19,20.83,6.69,18.66,0,0,2021,SRH,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
222,7,Arshdeep Singh,12,12,41.0,342,18,5/32,19.0,8.27,13.77,0,1,2021,PBKS,arshdeepsingh,https://scores.iplt20.com/ipl/playerimages/Arshdeep%20Singh.png
223,8,Varun Chakaravarthy,17,17,68.0,448,18,5/20,24.88,6.58,22.66,0,0,2021,KKR,varunchakaravarthy,https://scores.iplt20.com/ipl/playerimages/Varun%20Chakaravarthy.png
224,9,Yuzvendra Chahal,15,15,53.0,374,18,4/25,20.77,7.05,17.66,0,0,2021,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
225,10,Jason Holder,8,8,32.0,247,16,4/52,15.43,7.75,11.93,1,0,2021,SRH,jasonholder,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
226,11,Sunil Narine,14,14,56.0,361,16,5/19,22.56,6.44,21.0,1,0,2021,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
227,12,Chris Morris,11,11,41.0,376,15,4/23,25.06,9.17,16.4,1,0,2021,RR,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
228,13,Axar Patel,12,12,46.0,306,15,4/21,20.4,6.65,18.4,0,0,2021,DC,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
229,14,Kagiso Rabada,15,15,56.0,456,15,4/21,30.4,8.14,22.4,0,0,2021,DC,kagisorabada,https://scores.iplt20.com/ipl/playerimages/Kagiso%20Rabada.png
230,15,Chetan Sakariya,14,14,52.0,426,14,3/31,30.42,8.19,22.28,0,0,2021,RR,chetansakariya,https://scores.iplt20.com/ipl/playerimages/Chetan%20Sakariya.png
231,16,Deepak Chahar,15,15,54.0,451,14,4/13,32.21,8.35,23.14,2,0,2021,CSK,deepakchahar,https://scores.iplt20.com/ipl/playerimages/Deepak%20Chahar.png
232,17,Dwayne Bravo,11,11,33.0,263,14,4/22,18.78,7.81,14.42,0,0,2021,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
233,18,Mustafizur Rahman,14,14,52.0,436,14,3/16,31.14,8.41,22.21,0,0,2021,RR,mustafizurrahman,https://scores.iplt20.com/ipl/playerimages/Mustafizur%20Rahman.png
234,19,Ravindra Jadeja,16,16,49.0,346,13,5/16,26.61,7.06,22.61,0,0,2021,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
235,20,Lockie Ferguson,8,8,30.0,224,13,3/15,17.23,7.46,13.84,0,0,2021,KKR,lockieferguson,https://scores.iplt20.com/ipl/playerimages/Lockie%20Ferguson.png
236,21,Trent Boult,14,14,51.0,406,13,4/18,31.23,7.9,23.69,0,0,2021,MI,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
237,22,Rahul Chahar,11,11,43.0,318,13,4/27,24.46,7.39,19.84,1,0,2021,MI,rahulchahar,https://scores.iplt20.com/ipl/playerimages/Rahul%20Chahar.png
